time	accuracy
0.5958032608032227	0.37640454642199533
1.0294060707092285	7.02718064065615
1.2841870784759521	6.665480868578938
2.2128853797912598	6.402452928964213
2.8626859188079834	6.947277146236597
4.115437030792236	7.068158492157138
5.375988006591797	6.4944992087087625
6.837198734283447	6.579739282801109
9.271245002746582	7.20155353420533
11.637459993362427	7.13757447443608
