nLayers	time	accuracy
1	34.36439609527588	0.37640459364786655
2	391.2594270706177	11.721898534842541
3	174.1615810394287	12.507431738848783
4	310.7158679962158	12.924394984834253
5	226.32663893699646	13.194167286767792
6	336.3804337978363	12.990801942845447
7	262.2149691581726	13.875408524143378
8	270.5793197154999	13.335496439564261
9	374.0581738948822	13.449439791871097
10	303.2363488674164	13.60434175185684
