nLayers	time	accuracy
1	0.8571398258209229	0.3764045936474866
2	1441.4561460018158	6.9013703092047765
3	27.590346097946167	9.98813639628063
4	47.4526002407074	9.762548918391136
5	18.72431707382202	10.152719769909234
6	32.33587408065796	9.93694550778584
7	30.920894861221313	11.049679566160732
8	37.42569017410278	10.27287107144096
9	48.67738485336304	10.289248973849334
10	42.8276789188385	10.68515154973134
