nLayers	time	accuracy
1	0.9710800647735596	0.37640459363842915
2	850.5130009651184	7.126363384392671
3	22.07287287712097	9.766030242047893
4	40.8572199344635	9.707919868905524
5	14.537360906600952	10.168810210550554
6	33.49261689186096	9.946507654439547
7	27.235105991363525	10.268855195268142
8	32.64834499359131	10.588473262112633
9	43.12038588523865	10.09854275582244
10	27.370913982391357	10.180885220105822
