nLayers	time	accuracy
1	7.279171943664551	0.3764045930573442
2	2209.5751140117645	5.559189114186556
3	66.92813205718994	8.417706233457746
4	63.49650192260742	8.716223260893221
5	105.15792107582092	8.584642093924465
6	139.78255701065063	8.568752506219331
7	146.27927231788635	8.489167298614962
8	171.2162480354309	8.55844386727883
9	311.4685609340668	9.133986921686073
10	362.9973328113556	8.55899320242974
