% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=349228, Sun Apr 11 22:53:58 2021
1 10 -0.0724558550525813 -0.00013267967855819972 0.0012017037246303997 0.07969065855172541 1 1 1 1 1 1 1 1
2 20 -0.0712026331634543 -0.010113077219743371 0.00022215816392292422 0.18736544994143794 1 1 1 1 1 1 1 1
3 30 -0.1601516242659355 -0.003373059244146506 0.006020168253045453 0.22858293017150788 1 1 1 1 1 1 1 1
4 40 -0.255180143301401 -0.015663957370439765 0.012554184694405538 0.2599290150438219 1 1 1 1 1 1 1 1
5 50 -0.26924706092522 -0.0029487883711746 0.004050446355060379 0.26162445057457384 1 1 1 1 1 1 1 1
6 60 -0.2971564725928997 -0.0020024047864312623 0.0014819581751618282 0.28914628588344593 1 1 1 1 1 1 1 1
7 70 -0.31421967057738037 -0.0009529723677357726 0.017088216957900644 0.24671276723225866 1 1 1 1 1 1 1 1
8 80 -0.35142715328025065 -0.014512624535944336 0.016620696676441844 0.2234293149297106 1 1 1 1 1 1 1 1
9 90 -0.4083507196368283 -0.03435922851618933 1.1301097960617217e-05 0.2809117324678973 1 1 1 1 1 1 1 1
10 100 -0.41150840120789806 -0.03079807012285477 0.03622668410219242 0.28207579287186374 1 1 1 1 1 1 1 1
11 110 -0.4214004185232383 -0.02741671336670759 0.007290194004515587 0.34960105710371947 1 1 1 1 1 1 1 1
12 120 -0.4811288808675705 -0.0588649323157613 0.005674400478676982 0.3634085268554846 1 1 1 1 1 1 1 1
13 130 -0.4837528719189313 -0.08723299007785242 0.022828871477127328 0.3999624259174014 1 1 1 1 1 1 1 1
14 140 -0.4443763950979848 -0.025817219076454106 0.022465452931648852 0.4194698915129208 1 1 1 1 1 1 1 1
15 150 -0.42810430100627495 -0.01361575722202586 0.034105589484924245 0.4315074169700755 1 1 1 1 1 1 1 1
16 160 -0.4549611648664556 -0.03500332911030899 0.005730281736312197 0.4327072782605382 1 1 1 1 1 1 1 1
17 170 -0.4424725097650045 -0.034659093503776904 0.03095304833824061 0.45331377466072803 1 1 1 1 1 1 1 1
18 180 -0.4568008551487241 -0.0031934923765279282 0.021802698834424334 0.47618974095534394 1 1 1 1 1 1 1 1
19 190 -0.45488393495956697 -0.00296355827894673 0.021794198394379842 0.47637883847843304 1 1 1 1 1 1 1 1
20 200 -0.4281549988408938 -0.001846419067798387 0.007785260862130645 0.4769463037306867 1 1 1 1 1 1 1 1
21 210 -0.4571972315605591 -0.0007003751912618477 0.012024771523828142 0.5055076650512268 1 1 1 1 1 1 1 1
22 220 -0.49200394886593446 -1.4286046831214088e-05 0.0010511915803516696 0.5337402790683903 1 1 1 1 1 1 1 1
23 230 -0.4794245489077587 -0.0027863835557453273 0.014791141318211562 0.5652109128019887 1 1 1 1 1 1 1 1
24 240 -0.4818121218880371 -0.012414064463163631 0.005008514558758846 0.5471972468133566 1 1 1 1 1 1 1 1
25 250 -0.4956283776667496 -0.021864082452859274 0.022573157061060067 0.5670769808088605 1 1 1 1 1 1 1 1
26 260 -0.4757486409426592 -0.009839148926926658 0.003912833425017885 0.5593124470172421 1 1 1 1 1 1 1 1
27 270 -0.45269633396290093 -0.015124700415129934 0.006061251375212744 0.5942238342497588 1 1 1 1 1 1 1 1
28 280 -0.4232014769876319 -0.007923510203010254 0.007849232260743154 0.6185656352733211 1 1 1 1 1 1 1 1
29 290 -0.4013207529308376 -0.014049504679772451 0.0258158620921859 0.5821899916360578 1 1 1 1 1 1 1 1
30 300 -0.4306009894882774 -0.018046262892978074 0.053473223198637114 0.5576352984005934 1 1 1 1 1 1 1 1
31 310 -0.43381481242505765 -0.0071967473940110485 0.033712090103742924 0.5516051192648909 1 1 1 1 1 1 1 1
32 320 -0.44296835822188735 -0.032324618460362955 0.002081273419310119 0.5094151513705396 1 1 1 1 1 1 1 1
33 330 -0.4434368845733531 -0.011120976657045244 0.03734774874518789 0.4830050525318864 1 1 1 1 1 1 1 1
34 340 -0.3955098189088765 -0.013084985041791043 0.009587054477896467 0.4981155555106202 1 1 1 1 1 1 1 1
35 350 -0.42930683339487163 -0.025506595389915235 0.0063945987141855965 0.5181688752122628 1 1 1 1 1 1 1 1
36 360 -0.40778099962306014 -0.0028635689557954505 0.0253777515642196 0.5481089123679657 1 1 1 1 1 1 1 1
37 370 -0.40626664066462725 -0.013121854700301493 0.01396508981095332 0.533385271734681 1 1 1 1 1 1 1 1
38 380 -0.38757010836806693 -0.006311289594508364 0.01783220765449939 0.5625636984818101 1 1 1 1 1 1 1 1
39 390 -0.3965146246682608 -0.013757104358516282 0.007130152963479996 0.5744933554502175 1 1 1 1 1 1 1 1
40 400 -0.352700312970243 -0.012902954134199573 0.03832705248135442 0.6004067080267496 1 1 1 1 1 1 1 1
41 410 -0.3788234148035987 -0.023617528775440884 0.006659237838558391 0.6173417958125688 1 1 1 1 1 1 1 1
42 420 -0.35627100318584093 -0.010587054868325334 0.0352590778023236 0.6576350525456114 1 1 1 1 1 1 1 1
43 430 -0.3356584433386333 -0.04098211449647454 0.029119901437892476 0.6512672581511085 1 1 1 1 1 1 1 1
44 440 -0.37745454269445905 -0.03045199683185484 0.0160275352394058 0.6687515740119834 1 1 1 1 1 1 1 1
45 450 -0.30068515213341196 -0.0059455796392934015 0.014968067692016588 0.6623228845322383 1 1 1 1 1 1 1 1
46 460 -0.34819511465339653 -0.0007222646179051372 0.003954446226091789 0.6462654339743966 1 1 1 1 1 1 1 1
47 470 -0.3078964848566574 -0.012224114880731562 0.020144945724143947 0.6480002017955596 1 1 1 1 1 1 1 1
48 480 -0.32140630527249053 -0.005649804222374871 0.0070856748258021855 0.6515356764723428 1 1 1 1 1 1 1 1
49 490 -0.32468363499214925 -0.011287882797885222 0.00379563666927883 0.6498284599444379 1 1 1 1 1 1 1 1
50 500 -0.3275172525799249 -0.019905812417449716 0.004006302742801431 0.6531494985464045 1 1 1 1 1 1 1 1
51 510 -0.34118055767538946 -0.018742058273386833 0.008555360207269616 0.6458905806829544 1 1 1 1 1 1 1 1
52 520 -0.3152775119854651 -0.008439786906150402 0.018577887433246683 0.6357360951919491 1 1 1 1 1 1 1 1
53 530 -0.3501651768650116 -0.011171398008841068 0.000637044163476681 0.6574538948271221 1 1 1 1 1 1 1 1
54 540 -0.3563320197421201 -0.0374977185677198 0.0006665694364058692 0.6659351548429928 1 1 1 1 1 1 1 1
55 550 -0.3556587137886939 -0.009359123609058845 0.03102970627738191 0.6664915985473854 1 1 1 1 1 1 1 1
56 560 -0.2692002151232747 -0.012760615066356937 0.02126722914917656 0.6845395145390167 1 1 1 1 1 1 1 1
57 570 -0.2303956375636365 -0.004162889185813581 0.02513140763862354 0.7375547583806599 1 1 1 1 1 1 1 1
58 580 -0.2644723024920763 -0.0188927405703182 0.03418627284801663 0.7798376031493675 1 1 1 1 1 1 1 1
59 590 -0.23837840331180782 -0.02948811842777972 0.06822808930576238 0.8264238326488362 1 1 1 1 1 1 1 1
60 600 -0.3133901677368922 -0.034473957902096966 0.013438521388643649 0.8719941524022163 1 1 1 1 1 1 1 1
61 610 -0.3374056715197527 -0.006313392864268881 0.030018238457042032 0.8868945020102755 1 1 1 1 1 1 1 1
62 620 -0.3425555913528025 -0.04716254926842709 0.010233455652677739 0.8970075971632774 1 1 1 1 1 1 1 1
63 630 -0.34148314750134207 -0.000555637116677903 0.021548161100445534 0.8951924399751836 1 1 1 1 1 1 1 1
64 640 -0.3904794341380169 -0.033100832175139115 0.051223985398589106 0.9127623894789305 1 1 1 1 1 1 1 1
