% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=349228, Sun Apr 11 22:53:58 2021, <python>{}</python>
1 10 1.463140530401518 1.0000437509570452 -1.1068447092153735 -1.1068447092153735e+00 0.19451055968694497 2.130639864184538   
2 20 1.35273454071293 1.229165359598927 -1.8554090522372897 -1.8554090522372897e+00 0.466189304374547 1.0859219669492375   
3 30 1.4480320764511263 1.3458152532551486 -2.6911205565133294 -2.6911205565133294e+00 -0.13068662116968371 1.3827878369244533   
4 40 1.6001561722957431 1.5609059374260266 -2.6911205565133294 -2.0926666055561651e+00 0.010702049997439872 1.9435624107273461   
5 50 1.6692000586688314 1.7986371238927894 -2.9965439377586183 -2.9965439377586183e+00 0.0370893735797484 1.1620374075287903   
6 60 1.8888889164728961 1.982682260399449 -2.9965439377586183 -1.7864076170228653e+00 0.023608737816267725 2.3646579377986576   
7 70 1.9508668506038114 2.144530996287565 -2.9965439377586183 -2.9571537542437798e+00 0.609827417191932 2.2250991834247857   
8 80 2.133807345883244 2.0413139010700303 -2.9965439377586183 -1.6563460723428136e+00 0.03121950086070921 2.23062137789104   
9 90 1.9268682758949405 2.199228525038302 -2.9965439377586183 -1.9464552123281582e+00 -0.10101293308953599 2.2466264364793127   
10 100 1.6936995706713833 2.3065339558321 -2.9965439377586183 -1.5421523910020860e+00 0.2104085429570804 1.8423321483776096   
11 110 1.6651557079304153 2.3280366565737047 -2.9965439377586183 -1.3103468548931607e+00 0.4629289553971919 1.6301369591074653   
12 120 1.6073081808439242 2.388814974519463 -2.9965439377586183 -2.1244873967900171e+00 -0.2030416590519712 2.273006635895677   
13 130 1.6580419879386166 2.5423090453328188 -2.9965439377586183 -2.2415401227461920e+00 0.07654141274097015 1.2637580411349014   
14 140 1.7760890225612713 2.584096702148484 -4.188997184708738 -4.1889971847087377e+00 -0.5422459452857318 1.584176797782932   
15 150 1.6407391572257732 2.6005879997394166 -4.188997184708738 -2.3562454343204244e+00 -0.33218412257782487 2.167480088437129   
16 160 1.5917203335314156 2.4914352478079205 -4.188997184708738 -7.6870849641260552e-01 0.13403637602287688 2.177700402271426   
17 170 1.4544718792675073 2.498959449249734 -4.188997184708738 -9.2308515861411045e-01 1.0570510068750658 2.1046549761063646   
18 180 1.3220760637098214 2.525111663753358 -4.640996470647574 -4.6409964706475737e+00 -0.10254748378190673 3.366320409922105   
19 190 1.3431378692305735 2.667765028047385 -4.640996470647574 -2.0515609427116694e+00 -0.0013862441842172335 0.6491613111117492   
