% # columns="iteration, evaluation, void, void, void, xmean", seed=349228, Sun Apr 11 22:53:58 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 -771.3027915653187 -687.3773935000658 1567.0083202331673 1453.2095035759257 91.85139277731074 -314.6473259313275 235.2595088041063 -936.8681222230522
2 20 0 0 0 -771.0841051943819 -687.04719240386 1566.542049400364 1454.132330705633 91.53474051298285 -315.64963884397224 235.65965219639375 -936.838571568602
3 30 0 0 0 -771.669115226765 -688.5896073164458 1566.1572742277813 1455.544450828804 91.1770928580121 -316.59850297101826 236.2078502447439 -937.6230889921418
4 40 0 0 0 -771.4715906329409 -689.8596409998032 1565.7061541482626 1457.2221905909273 90.42158140479181 -316.243759849229 235.01190680095473 -937.5502634790656
5 50 0 0 0 -771.4415622981953 -688.9507288566958 1566.5559849653976 1457.7125528827214 90.44825299615901 -316.6538466149303 234.31573719057963 -935.3743255900863
6 60 0 0 0 -769.9603708319926 -689.4486325220555 1565.757218025641 1458.2699521318682 91.67540511803007 -318.35219377358817 233.2388623130785 -933.7774065300096
7 70 0 0 0 -769.8283031109237 -688.1720624283323 1567.0677837784388 1459.062289764105 91.96217427766402 -317.9795879556502 232.5904448355251 -933.8570158452117
8 80 0 0 0 -769.827190877416 -689.4853576567342 1566.226195147431 1459.4553624319358 91.25489456342875 -317.06262419163113 229.15556430392647 -933.734487382324
9 90 0 0 0 -770.5106901413973 -689.801709150245 1566.6176851706198 1458.834184913613 91.05597013078368 -316.7280357860238 231.0979041804641 -933.255653662628
10 100 0 0 0 -770.121809882624 -689.6481509526126 1567.0796386011373 1458.7934973685337 90.71205109458027 -316.5187379631791 231.33055996432967 -932.7442048458795
11 110 0 0 0 -771.6235267936314 -689.7119726721526 1567.5427162407204 1460.3418150540288 89.41896647982092 -316.9563798028241 230.72203715169854 -933.045047871547
12 120 0 0 0 -772.8467123761774 -689.6482702001986 1565.7998854438936 1460.1311376502836 88.64242291593663 -316.91369620401775 231.99052264167435 -933.7266371726153
13 130 0 0 0 -771.8909879890923 -690.2286238787199 1564.0733743106737 1462.0802987310735 89.13767009981666 -317.7540138805303 232.12274151388493 -933.8536778589156
14 140 0 0 0 -770.9170097466983 -689.8329498547384 1563.47317778299 1461.1757736480154 90.84318042754343 -318.1396329234486 233.79239418882705 -935.0557140915997
15 150 0 0 0 -770.5376379474121 -688.9978609096488 1564.8006617157544 1459.3344154418994 91.54705160983973 -317.0851495145248 233.38074183390842 -934.968285644682
16 160 0 0 0 -770.004371662151 -688.4894494727076 1564.8876903237715 1458.4512940484403 92.21481369514959 -316.6650744071956 233.59509930432705 -936.150676283191
17 170 0 0 0 -770.2930076618413 -688.814393446421 1564.9474882889126 1458.1517941353104 92.36728046996024 -317.19849417391447 232.96016196999042 -935.9350762154638
18 180 0 0 0 -771.2346529483469 -689.151038966753 1565.0078070133836 1458.6478284255202 91.68638791654219 -317.4965784574332 232.38592980072679 -936.3140611256832
19 190 0 0 0 -772.4306849279512 -689.8193662688714 1564.8887923186362 1457.922575516209 91.33328251395605 -317.2619385081685 231.5489958131813 -935.9846026485734
20 200 0 0 0 -772.1182383946859 -689.8685360817897 1564.370528139153 1457.9588455614353 91.82308314468706 -317.3748520105352 231.93789916252996 -936.0746709256993
21 210 0 0 0 -772.8489051817404 -690.1455362634268 1563.8172517959363 1458.3437678251516 90.75945328821945 -317.72307786053364 231.83340546333707 -936.2269971094651
22 220 0 0 0 -772.5636848390322 -690.0337299537744 1563.5088806159752 1459.7727686055157 90.70118140813412 -318.44783779874916 231.43512479641944 -935.6798043611037
23 230 0 0 0 -772.4891363048847 -689.4383097014331 1563.4545769946953 1459.6249660342448 90.7415405570551 -317.9235131383613 231.68013200438168 -936.6788002665475
24 240 0 0 0 -772.5305394540651 -689.6248980177589 1563.68775834386 1459.2332075001766 90.19461591195528 -317.4728748769509 232.22976405175325 -936.9048902629368
25 250 0 0 0 -772.3412414774767 -689.6315626457721 1564.0668318700705 1459.0767800358794 90.29149483936776 -317.03581869065516 232.2326003985494 -936.755015828621
26 260 0 0 0 -772.7455608381001 -689.248208596137 1564.4689846796366 1459.7249417395583 89.93468856133278 -317.12515705848404 232.56107327757718 -936.2718761852691
27 270 0 0 0 -773.0106473174922 -689.0846101645044 1564.2505235228102 1459.750826379543 89.784860128103 -316.8995115210871 232.7693340335392 -936.4708111983985
28 280 0 0 0 -773.0840774283199 -688.4646527427168 1564.4210496797002 1459.7645453280657 89.9478548656802 -316.6227003726947 232.75408618171713 -936.4690087905591
29 290 0 0 0 -772.871257785851 -688.50319258281 1564.3742076895892 1459.310955070803 89.53095394475201 -316.4956107404781 232.5445554430046 -936.0518265020253
30 300 0 0 0 -772.8780348406453 -688.5402986500861 1564.1495753967617 1459.272073550805 89.4034989193811 -316.3962307380942 232.72871856611977 -935.8997541691674
31 310 0 0 0 -773.121142270847 -688.4520345152238 1564.093302389717 1459.2672899420725 89.26878952916418 -316.5165862057171 232.37733345673183 -935.4639061661802
32 320 0 0 0 -772.9872146880894 -688.2273192190476 1564.3074905685778 1459.1111872334106 89.9435458239512 -316.39607505710774 232.45910895524642 -936.3186991101271
33 330 0 0 0 -772.8597704992773 -688.3875203844229 1564.2557178068741 1459.0218546185552 90.01285091417662 -316.52770398974246 232.45623826985909 -936.3212428694532
34 340 0 0 0 -773.0660749254988 -688.4281976866896 1564.1859989177728 1459.3367507563498 89.63762741710269 -316.5949115984874 232.64783916500815 -936.2229665344287
35 350 0 0 0 -773.2295341579553 -688.4009930289097 1564.2823852308113 1459.2532298046358 89.36812566433345 -316.70443902124146 232.5293989690788 -935.9287261315233
36 360 0 0 0 -773.169002054843 -688.102902897337 1564.136773232184 1459.2952890970137 89.35624712618255 -316.36870251816714 232.7553603751048 -935.8902684259402
37 370 0 0 0 -773.1920434126085 -688.2525022662112 1564.000598896092 1459.51643093793 89.50795657844111 -316.35181618077456 232.63570552772507 -935.9186785770185
38 380 0 0 0 -773.2384746475749 -688.0575345358371 1564.0865831213994 1459.4503078802518 89.51775627366645 -316.2218388413001 232.95751371803695 -935.8502813381045
39 390 0 0 0 -773.2164067973908 -688.0911653290999 1564.2383744382705 1459.4207176933883 89.44617585928258 -316.2153762390238 232.69754322260678 -935.8791326293068
40 400 0 0 0 -773.3194968307165 -688.0257518152667 1564.2397320935768 1459.3797800028542 89.4814274406247 -316.12327600713667 232.61183207444168 -935.8892306029666
41 410 0 0 0 -773.1514738704531 -688.0073242753923 1564.193318071514 1459.3276079065217 89.4600683920747 -315.97604607430156 232.69726671986191 -935.930001418282
42 420 0 0 0 -773.1539769532537 -687.9915568898058 1564.3106876391444 1459.5717470295074 89.41482973681403 -315.95525932366724 232.74604962753804 -935.6971280017543
43 430 0 0 0 -773.0485338876198 -687.9933461410114 1564.2977794917238 1459.3743452048752 89.49913922592003 -315.9943600385244 232.76687216745856 -935.9540657248481
44 440 0 0 0 -773.1798526142262 -688.0050581006393 1564.3675330998828 1459.1874817228975 89.4818991231228 -315.9743965508777 232.817514198273 -936.0955200838054
45 450 0 0 0 -773.1197968882788 -687.970460929341 1564.3715843342538 1459.2565658766032 89.5479870527535 -316.0181125218804 232.791185101335 -936.0378959793762
46 460 0 0 0 -773.1235186254413 -687.9531797048155 1564.3956011384812 1459.4115266274775 89.494268566493 -316.0208234760416 232.7249120877974 -935.9100345788507
47 470 0 0 0 -773.1825535868059 -687.9360354952543 1564.3460416344592 1459.4355003531596 89.47900726872719 -315.9989713795739 232.7144093340982 -936.0227099630276
48 480 0 0 0 -773.1924073379397 -687.9843724005113 1564.3509664037965 1459.3967384226187 89.3922268718923 -315.97492884303574 232.69332198625534 -936.0790510134302
49 490 0 0 0 -773.1530286821853 -687.9477986796406 1564.3700537431887 1459.3469052482778 89.38906934741094 -315.93262526116354 232.6928909560106 -935.9721936865358
50 500 0 0 0 -773.1442258637738 -687.7720767652424 1564.432548745655 1459.3737589365871 89.44963432177205 -315.87596690775825 232.68130403034542 -935.9141908396497
51 510 0 0 0 -773.1604474199343 -687.7983434190352 1564.3879947583166 1459.3458943406326 89.45056024358445 -315.8691339918136 232.6887033713432 -935.9657637309167
52 520 0 0 0 -773.1409308792429 -687.8237764577964 1564.3317479182813 1459.4316773494825 89.46802363644468 -315.8556341961586 232.74498631591533 -936.0125737673709
53 530 0 0 0 -773.064172736655 -687.8896199800034 1564.343365492068 1459.583076114246 89.47694327040476 -315.95486473248224 232.76831143786524 -935.849139411345
54 540 0 0 0 -773.028893534245 -687.9298949936062 1564.2982150662435 1459.5773435021465 89.56872824731644 -315.95034085855207 232.83122932211035 -935.8182941423911
55 550 0 0 0 -773.0192184974911 -687.9223176883304 1564.2950939515915 1459.62255207414 89.54862551334433 -315.92499775585463 232.78161779332353 -935.8086064104639
56 560 0 0 0 -773.03727062356 -687.921202173955 1564.314751711948 1459.7792362008267 89.57249588585411 -315.9568449594078 232.75404737942762 -935.588203578715
57 570 0 0 0 -772.9906635208777 -687.8714359856145 1564.2631255784247 1459.8502780596934 89.59848388903119 -315.9323009983087 232.81348680165303 -935.5348680102582
58 580 0 0 0 -773.0202849377406 -687.9466727388633 1564.2093042917766 1459.9598717366714 89.55541088714935 -315.93478201844374 232.86007524375182 -935.3989397331195
59 590 0 0 0 -773.0334549446267 -687.9430312877196 1564.244655156082 1460.1001186265057 89.53202165810627 -315.9377607059956 232.87922963415213 -935.1877982684421
60 600 0 0 0 -773.0445108091866 -688.0634813249039 1564.2181092227574 1460.3544604608458 89.54353045565405 -316.06791499064894 232.82995041175195 -934.9366400989159
61 610 0 0 0 -773.0097273392106 -688.0654698460917 1564.2222627725444 1460.481293537798 89.56161422371403 -316.10061292993595 232.77128336108754 -934.8849092600572
